*미급수지역 위치 (주소),*미급수인구,미급수세대,상수원,,
경상남도 거제시 동부면 오송리 동호본마을 (오송리 33-17),19,5,계곡수,,
경상남도 거제시 동부면 오송리 영월위땅넘 (오송리 716-7),18,6,계곡수,,
경상남도 거제시 동부면 가배리 덕원 (가배리 37-10),11,9,계곡수,,
경상남도 거제시 동부면 율포리 솔곶이 (율포리 산66-24),25,8,계곡수,,
경상남도 거제시 동부면 구천리 평지본 (구천리 산109),22,15,계곡수,,
경상남도 거제시 동부면 오송리 동호양지을 (오송리 산43-69),14,14,계곡수,,
경상남도 거제시 거제면 서정리 뒷메 (서정리 61),37,17,계곡수,,
경상남도 거제시 거제면 법동리 리 (법동리 61-1) ,16,7,계곡수,,
경상남도 거제시 연초면 명동리 골 (명동리 산121) ,24,11,계곡수,,
경상남도 거제시 연초면 송정리 솔밭밑 (송정리 349) ,23,7,계곡수,,
경상남도 거제시 연초면 송정리 대롱 (송정리 356-1) ,8,4,계곡수,,
경상남도 거제시 연초면 이목리 이목 (이목리 산14),7,5,계곡수,,
경상남도 거제시 연초면 다공리 대촌 (다공리 412-2) ,22,11,계곡수,,
경상남도 거제시 연초면 한내리 한내골 (한내리 산84),18,11,계곡수,,
경상남도 거제시 연초면 오비리 금구 (오비리 1026),9,5,계곡수,,
경상남도 거제시 연초면 오비리 점골 (오비리 산29),12,7,계곡수,,
경상남도 거제시 연초면 연사리 연사아랫마을 (연사리 714),19,10,계곡수,,
경상남도 거제시 연초면 죽토리 양지 (죽토리 423),12,8,계곡수,,
경상남도 거제시 연초면 다공리 불곡 (다공리 산91-1) ,20,14,계곡수,,
경상남도 거제시 연초면 다공리 중리 (다공리 225-7) ,10,5,계곡수,,
경상남도 거제시 연초면 명동리 명하동편 (명동리 산80),15,15,계곡수,,
경상남도 거제시 연초면 명동리 명하서편 (명동리 산60) ,32,24,계곡수,,
경상남도 거제시 연초면 덕치리 문암 (덕치리 55) ,32,20,계곡수,,
경상남도 거제시 장목면 율천리 율북 (율천리 산17) ,25,25,계곡수,,
경상남도 거제시 하청면 유계리 서상 (유계리 248),14,14,계곡수,,
경상남도 거제시 하청면 석포리 금당개 (석포리 75-6),8,8,계곡수,,
경상남도 거제시 하청면 유계리 서대 (유계리 1193),6,6,계곡수,,
경상남도 거제시 장목면 외포리 서목 (외포리 554-7) ,16,11,계곡수,,
경상남도 거제시 장목면 외포리 정골 (외포리 1670) ,8,6,계곡수,,
경상남도 거제시 둔덕면 상둔리 유지 (상둔리 900-12) ,50,15,계곡수,,
경상남도 거제시 둔덕면 시목리 상서점들 (시목리 산135-1),21,18,계곡수,,
경상남도 거제시 둔덕면 시목리 시목 (시목리 895) ,76,19,계곡수,,
경상남도 거제시 둔덕면 거림리 마장 (거림리 9020,44,27,계곡수,,
경상남도 거제시 둔덕면 산방리 산방 (산방리 142),21,15,계곡수,,
경상남도 거제시 둔덕면 방하리 죽전1반 (방하리 70-4),15,15,계곡수,,
경상남도 거제시 둔덕면 상둔리 옥동3반 (상둔리 산80-3),14,14,계곡수,,
경상남도 거제시 둔덕면 상둔리 옥동덕리 (상둔리 920-3),27,14,계곡수,,
경상남도 거제시 둔덕면 시목리 외골 (시목리 28),33,19,계곡수,,
경상남도 거제시 사등면 지석리 장좌 (시목리 산16-1) ,56,27,계곡수,,
경상남도 거제시 상동동 용산음지 (상동동 144-8),14,10,계곡수,,
경상남도 거제시 삼거동 삼거음지 (삼거동 109-1),22,14,계곡수,,
경상남도 거제시 삼거동 삼거상 (삼거동 500),34,19,계곡수,,
경상남도 거제시 연초면 명동리 중뫼 (명동리 산60),11,11,계곡수,,
,392,145,,,
경상남도 양산시 원동면 내포리 일원,10,3,지하수,,
경상남도 양산시 원동면 대리 일원,16,4,지하수,,
경상남도 양산시 원동면 서룡리 일원,20,5,지하수,,
경상남도 양산시 원동면 선리 일원,36,12,지하수,,
경상남도 양산시 원동면 영포리 일원,15,5,지하수,,
경상남도 양산시 원동면 용당리 일원,5,2,지하수,,
경상남도 양산시 원동면 원리 일원,7,3,지하수,,
경상남도 양산시 원동면 화제리 일원,35,12,지하수,,
경상남도 양산시 명곡동 ,122,49,전용상수도,,
경상남도 양산시 주남동 ,126,50,전용상수도,,
,250,1,,,
경상남도 고성군 회화면 삼덕리,250,1,지하수,,
,101,47,,,
경상남도 산청군 단성면 강누리 교동마을외 13개소,101,47,개인지하수,,
,56,22,,,
경상남도 합천군 합천읍 서산리,2,1,지하수,,
경상남도 합천군 합천읍 금양리,2,2,지하수,,
경상남도 합천군 합천읍 외곡리,5,2,지하수,,
경상남도 합천군 청덕면 모리,3,1,지하수,,
경상남도 합천군 야로면 하림리,5,2,지하수,,
경상남도 합천군 쌍백면 하신리,2,1,지하수,,
경상남도 합천군 가회면 덕촌리,3,1,지하수,,
경상남도 합천군 대병면 회양리,6,2,지하수,,
경상남도 합천군 율곡면 임북리,2,1,지하수,,
경상남도 합천군 가야면 황산리,5,2,지하수,,
경상남도 합천군 가야면 야천리,9,3,지하수,,
경상남도 합천군 봉산면 봉계리,7,2,지하수,,
경상남도 합천군 봉산면 계산리,2,1,지하수,,
경상남도 합천군 가야면 청현리,3,1,지하수,,
